nativePermissions	owner	group	size	lastModified	path	type						
-----------------	------	------	---------	--------------------	-----------------------------------------------------------------------------------------	----					forward	reverse
rw-r--r--	816290	803419	92996288	2025-05-16T03:11:11Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5056_S43_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5056_S43_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	98994151	2025-05-16T03:11:25Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5056_S43_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5056_S43_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	117317533	2025-05-16T03:11:35Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5061_S44_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5061_S44_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	123033869	2025-05-16T03:11:53Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5061_S44_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5061_S44_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	117560563	2025-05-16T03:12:11Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5066_S45_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5066_S45_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	130007911	2025-05-16T03:12:26Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5066_S45_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5066_S45_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	105405324	2025-05-15T23:47:02Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5068_S30_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5068_S30_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	115817591	2025-05-15T23:47:18Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5068_S30_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5068_S30_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	60084035	2025-05-27T20:30:20Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5070_S49_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5070_S49_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	61991813	2025-05-27T20:30:26Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5070_S49_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5070_S49_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	59807270	2025-05-15T23:47:40Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5074_S32_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5074_S32_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	56734387	2025-05-15T23:48:22Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5074_S32_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5074_S32_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	112677429	2025-05-16T03:12:40Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5078_S46_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5078_S46_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	121061627	2025-05-16T03:12:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5078_S46_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5078_S46_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	86602695	2025-05-16T03:23:29Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5079_S1_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5079_S1_R1_001.fastq.gz		
rw-r--r--	816290	803419	89615085	2025-05-16T03:23:42Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5079_S1_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5079_S1_R2_001.fastq.gz		
rw-r--r--	816290	803419	64259752	2025-05-16T03:23:56Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5083_S2_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5083_S2_R1_001.fastq.gz		
rw-r--r--	816290	803419	61649682	2025-05-16T03:24:11Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5083_S2_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5083_S2_R2_001.fastq.gz		
rw-r--r--	816290	803419	64410680	2025-05-16T03:24:20Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5087_S3_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5087_S3_R1_001.fastq.gz		
rw-r--r--	816290	803419	61016382	2025-05-16T03:24:30Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5087_S3_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5087_S3_R2_001.fastq.gz		
rw-r--r--	816290	803419	52297452	2025-05-16T03:24:41Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5089_S4_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5089_S4_R1_001.fastq.gz		
rw-r--r--	816290	803419	51217596	2025-05-16T03:24:52Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5089_S4_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5089_S4_R2_001.fastq.gz		
rw-r--r--	816290	803419	154623006	2025-05-15T23:52:18Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5092_S33_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5092_S33_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	162885585	2025-05-15T23:52:43Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5092_S33_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5092_S33_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	133530435	2025-05-15T23:53:15Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5093_S34_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5093_S34_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	151827751	2025-05-15T23:55:32Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5093_S34_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5093_S34_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	78552448	2025-05-16T03:25:03Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5094_S5_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5094_S5_R1_001.fastq.gz		
rw-r--r--	816290	803419	70639049	2025-05-16T03:25:20Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5094_S5_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5094_S5_R2_001.fastq.gz		
rw-r--r--	816290	803419	107727164	2025-05-15T23:55:38Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5106_S35_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5106_S35_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	115501835	2025-05-15T23:55:45Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5106_S35_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5106_S35_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	46526755	2025-05-16T03:25:27Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5113_S6_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5113_S6_R1_001.fastq.gz		
rw-r--r--	816290	803419	43435799	2025-05-16T03:25:32Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5113_S6_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5113_S6_R2_001.fastq.gz		
rw-r--r--	816290	803419	127942248	2025-05-15T23:55:52Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5119_S36_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5119_S36_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	133089585	2025-05-15T23:56:00Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5119_S36_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5119_S36_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	94726058	2025-05-15T23:56:04Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5123_S37_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5123_S37_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	101103909	2025-05-15T23:56:11Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5123_S37_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5123_S37_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	83961289	2025-05-15T23:56:15Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5125_S38_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5125_S38_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	85684242	2025-05-15T23:56:20Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5125_S38_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5125_S38_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	70825332	2025-05-15T23:56:27Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5127_S39_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5127_S39_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	77581238	2025-05-15T23:56:31Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5127_S39_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5127_S39_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	43088533	2025-05-16T03:25:39Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5129_S7_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5129_S7_R1_001.fastq.gz		
rw-r--r--	816290	803419	41503449	2025-05-16T03:25:49Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5129_S7_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5129_S7_R2_001.fastq.gz		
rw-r--r--	816290	803419	37203967	2025-05-16T03:25:51Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5133_S8_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5133_S8_R1_001.fastq.gz		
rw-r--r--	816290	803419	35511797	2025-05-16T03:25:55Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5133_S8_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5133_S8_R2_001.fastq.gz		
rw-r--r--	816290	803419	65141986	2025-05-15T23:56:36Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5136_S41_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5136_S41_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	65790113	2025-05-15T23:56:40Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5136_S41_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5136_S41_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	89425712	2025-05-15T23:56:44Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5138_S42_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5138_S42_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	95078597	2025-05-15T23:56:51Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5138_S42_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5138_S42_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	60462897	2025-05-16T03:26:01Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5141_S9_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5141_S9_R1_001.fastq.gz		
rw-r--r--	816290	803419	62349799	2025-05-16T03:26:12Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5141_S9_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5141_S9_R2_001.fastq.gz		
rw-r--r--	816290	803419	69005888	2025-05-15T23:56:54Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5142_S43_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5142_S43_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	74858623	2025-05-15T23:56:59Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5142_S43_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5142_S43_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	59191126	2025-05-15T23:57:05Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5143_S44_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5143_S44_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	61269839	2025-05-15T23:57:09Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5143_S44_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5143_S44_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	74394333	2025-05-16T03:26:16Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5149_S10_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5149_S10_R1_001.fastq.gz		
rw-r--r--	816290	803419	74313150	2025-05-16T03:26:26Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5149_S10_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5149_S10_R2_001.fastq.gz		
rw-r--r--	816290	803419	80919621	2025-05-16T03:26:37Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5150_S45_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5150_S45_R1_001.fastq.gz		
rw-r--r--	816290	803419	73667000	2025-05-16T03:26:51Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5150_S45_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5150_S45_R2_001.fastq.gz		
rw-r--r--	816290	803419	65207841	2025-05-16T03:27:04Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5153_S11_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5153_S11_R1_001.fastq.gz		
rw-r--r--	816290	803419	62392939	2025-05-16T03:27:15Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5153_S11_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5153_S11_R2_001.fastq.gz		
rw-r--r--	816290	803419	97421876	2025-05-15T23:57:16Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5154_S45_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5154_S45_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	106735140	2025-05-15T23:57:21Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5154_S45_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5154_S45_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	45683667	2025-05-16T03:27:21Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5161_S12_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5161_S12_R1_001.fastq.gz		
rw-r--r--	816290	803419	44188005	2025-05-16T03:27:25Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5161_S12_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5161_S12_R2_001.fastq.gz		
rw-r--r--	816290	803419	104506069	2025-05-16T03:12:57Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5162_S1_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5162_S1_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	113165910	2025-05-16T03:13:13Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5162_S1_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5162_S1_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	54665002	2025-05-16T03:27:31Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5163_S13_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5163_S13_R1_001.fastq.gz		
rw-r--r--	816290	803419	51476730	2025-05-16T03:27:40Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5163_S13_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5163_S13_R2_001.fastq.gz		
rw-r--r--	816290	803419	31509758	2025-05-16T03:13:15Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5164_S2_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5164_S2_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	30450344	2025-05-16T03:13:17Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5164_S2_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5164_S2_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	47046878	2025-05-27T20:30:31Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5165_S46_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5165_S46_R1_001.fastq.gz		
rw-r--r--	816290	803419	41711066	2025-05-27T20:30:35Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5165_S46_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5165_S46_R2_001.fastq.gz		
rw-r--r--	816290	803419	48303207	2025-05-16T03:27:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5166_S14_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5166_S14_R1_001.fastq.gz		
rw-r--r--	816290	803419	45697719	2025-05-16T03:28:01Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5166_S14_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5166_S14_R2_001.fastq.gz		
rw-r--r--	816290	803419	66132479	2025-05-16T03:28:12Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5174_S15_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5174_S15_R1_001.fastq.gz		
rw-r--r--	816290	803419	62742109	2025-05-16T03:28:18Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5174_S15_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5174_S15_R2_001.fastq.gz		
rw-r--r--	816290	803419	67451480	2025-05-16T03:13:24Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5176_S3_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5176_S3_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	70827261	2025-05-16T03:13:33Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5176_S3_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5176_S3_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	65513179	2025-05-16T03:28:21Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5179_S16_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5179_S16_R1_001.fastq.gz		
rw-r--r--	816290	803419	61005721	2025-05-16T03:28:25Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5179_S16_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5179_S16_R2_001.fastq.gz		
rw-r--r--	816290	803419	79197528	2025-05-16T03:28:36Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5181_S17_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5181_S17_R1_001.fastq.gz		
rw-r--r--	816290	803419	76426113	2025-05-16T03:28:41Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5181_S17_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5181_S17_R2_001.fastq.gz		
rw-r--r--	816290	803419	143148960	2025-05-16T03:13:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5183_S4_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5183_S4_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	157935822	2025-05-16T03:14:13Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5183_S4_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5183_S4_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	121578740	2025-05-16T03:14:37Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5184_S5_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5184_S5_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	132252076	2025-05-16T03:14:55Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5184_S5_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5184_S5_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	91897519	2025-05-16T03:15:06Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5186_S6_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5186_S6_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	99295978	2025-05-16T03:15:13Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5186_S6_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5186_S6_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	107754134	2025-05-16T03:15:27Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5187_S7_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5187_S7_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	118454377	2025-05-16T03:15:41Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5187_S7_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5187_S7_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	95171206	2025-05-16T03:28:46Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5189_S18_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5189_S18_R1_001.fastq.gz		
rw-r--r--	816290	803419	91163762	2025-05-16T03:28:51Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5189_S18_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5189_S18_R2_001.fastq.gz		
rw-r--r--	816290	803419	37794131	2025-05-16T03:28:56Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5190_S19_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5190_S19_R1_001.fastq.gz		
rw-r--r--	816290	803419	36859046	2025-05-16T03:28:59Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5190_S19_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5190_S19_R2_001.fastq.gz		
rw-r--r--	816290	803419	37156069	2025-05-16T03:29:02Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5191_S20_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5191_S20_R1_001.fastq.gz		
rw-r--r--	816290	803419	34617281	2025-05-16T03:29:08Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5191_S20_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5191_S20_R2_001.fastq.gz		
rw-r--r--	816290	803419	76896085	2025-05-16T03:15:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5194_S10_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5194_S10_L001_R1_001.fastq.gz		
rw-r--r--	816290	803419	82422596	2025-05-16T03:15:54Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5194_S10_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5194_S10_L001_R2_001.fastq.gz		
rw-r--r--	816290	803419	103133532	2025-05-16T03:16:10Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/5199_S11_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	5199_S11_L001_R1_001.fastq.gz		
