nativePermissions	owner	group	size	lastModified	path	type						
-----------------	------	------	---------	--------------------	-----------------------------------------------------------------------------------------	----					forward	reverse
rw-r--r--	816290	803419	86238986	2025-04-03T19:00:19Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4653_S37_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4653_S37_L001_R2_001.fastq.gz	4805_S44_R1_001.fastq.gz	4805_S44_R2_001.fastq.gz
rw-r--r--	816290	803419	46824362	2025-05-27T20:12:37Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4658_S47_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4658_S47_R1_001.fastq.gz	4811_S9_L001_R1_001.fastq.gz	4811_S9_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	41850497	2025-05-27T20:12:40Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4658_S47_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4658_S47_R2_001.fastq.gz	4814_S10_L001_R1_001.fastq.gz	4814_S10_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	62881403	2025-05-16T03:20:58Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4659_S40_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4659_S40_R1_001.fastq.gz	4817_S11_L001_R1_001.fastq.gz	4817_S11_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	59275994	2025-05-16T03:21:01Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4659_S40_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4659_S40_R2_001.fastq.gz	4827_S9_L001_R1_001.fastq.gz	4827_S9_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	129153352	2025-05-15T23:38:19Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4664_S12_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4664_S12_L001_R1_001.fastq.gz	4828_S14_L001_R1_001.fastq.gz	4828_S14_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	136789847	2025-05-15T23:38:41Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4664_S12_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4664_S12_L001_R2_001.fastq.gz	4830_S43_R1_001.fastq.gz	4830_S43_R2_001.fastq.gz
rw-r--r--	816290	803419	119354915	2025-04-03T19:00:36Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4670_S4_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4670_S4_L001_R1_001.fastq.gz	4832_S14_L001_R1_001.fastq.gz	4832_S14_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	127428050	2025-04-03T19:00:46Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4670_S4_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4670_S4_L001_R2_001.fastq.gz	4833_S42_R1_001.fastq.gz	4833_S42_R2_001.fastq.gz
rw-r--r--	816290	803419	88038119	2025-05-15T23:38:55Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4674_S4_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4674_S4_L001_R1_001.fastq.gz	4834_S32_L001_R1_001.fastq.gz	4834_S32_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	96379139	2025-05-15T23:39:06Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4674_S4_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4674_S4_L001_R2_001.fastq.gz	4835_S15_L001_R1_001.fastq.gz	4835_S15_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	161903670	2025-05-27T20:29:46Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4675_S30_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4675_S30_L001_R1_001.fastq.gz	4845_S33_L001_R1_001.fastq.gz	4845_S33_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	169200208	2025-05-27T20:29:57Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4675_S30_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4675_S30_L001_R2_001.fastq.gz	4855_S18_L001_R1_001.fastq.gz	4855_S18_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	91431895	2025-05-16T03:56:28Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4677_S35_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4677_S35_L001_R1_001.fastq.gz	4869_S22_L001_R1_001.fastq.gz	4869_S22_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	97695428	2025-05-16T03:56:35Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4677_S35_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4677_S35_L001_R2_001.fastq.gz	4876_S23_L001_R1_001.fastq.gz	4876_S23_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	71615284	2025-04-03T19:01:14Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4678_S39_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4678_S39_L001_R1_001.fastq.gz	4886_S24_L001_R1_001.fastq.gz	4886_S24_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	75226086	2025-04-03T19:01:20Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4678_S39_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4678_S39_L001_R2_001.fastq.gz	4889_S25_L001_R1_001.fastq.gz	4889_S25_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	100424700	2025-04-03T19:01:28Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4680_S18_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4680_S18_L001_R1_001.fastq.gz	4894_S28_R1_001.fastq.gz	4894_S28_R2_001.fastq.gz
rw-r--r--	816290	803419	106372851	2025-04-03T19:01:36Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4680_S18_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4680_S18_L001_R2_001.fastq.gz	4896_S26_L001_R1_001.fastq.gz	4896_S26_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	93735344	2025-05-15T23:59:35Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4683_S8_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4683_S8_L001_R1_001.fastq.gz	4897_S27_L001_R1_001.fastq.gz	4897_S27_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	102059573	2025-05-15T23:59:42Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4683_S8_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4683_S8_L001_R2_001.fastq.gz	4899_S5_L001_R1_001.fastq.gz	4899_S5_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	78748394	2025-04-03T19:01:42Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4694_S31_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4694_S31_L001_R1_001.fastq.gz	4900_S28_L001_R1_001.fastq.gz	4900_S28_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	83844113	2025-04-03T19:01:49Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4694_S31_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4694_S31_L001_R2_001.fastq.gz	4909_S48_L001_R1_001.fastq.gz	4909_S48_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	98174837	2025-04-03T19:02:01Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4700_S5_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4700_S5_L001_R1_001.fastq.gz	4926_S13_L001_R1_001.fastq.gz	4926_S13_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	102645480	2025-04-03T19:02:09Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4700_S5_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4700_S5_L001_R2_001.fastq.gz	4927_S24_L001_R1_001.fastq.gz	4927_S24_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	120954495	2025-04-03T19:02:19Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4703_S32_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4703_S32_L001_R1_001.fastq.gz	4928_S25_L001_R1_001.fastq.gz	4928_S25_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	130174464	2025-04-03T19:02:30Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4703_S32_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4703_S32_L001_R2_001.fastq.gz	4930_S29_L001_R1_001.fastq.gz	4930_S29_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	117383898	2025-04-03T19:02:39Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4705_S33_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4705_S33_L001_R1_001.fastq.gz	4931_S37_L001_R1_001.fastq.gz	4931_S37_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	123915110	2025-04-03T19:02:51Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4705_S33_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4705_S33_L001_R2_001.fastq.gz	4932_S31_L001_R1_001.fastq.gz	4932_S31_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	107632150	2025-05-15T23:39:18Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4708_S13_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4708_S13_L001_R1_001.fastq.gz	4935_S38_L001_R1_001.fastq.gz	4935_S38_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	113028543	2025-05-15T23:39:36Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4708_S13_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4708_S13_L001_R2_001.fastq.gz	4941_S33_L001_R1_001.fastq.gz	4941_S33_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	98848791	2025-04-03T19:02:59Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4714_S34_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4714_S34_L001_R1_001.fastq.gz	4955_S39_L001_R1_001.fastq.gz	4955_S39_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	106444426	2025-04-03T19:03:14Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4714_S34_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4714_S34_L001_R2_001.fastq.gz	4963_S40_L001_R1_001.fastq.gz	4963_S40_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	141343627	2025-04-03T19:03:24Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4720_S6_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4720_S6_L001_R1_001.fastq.gz	4974_S14_L001_R1_001.fastq.gz	4974_S14_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	149732214	2025-04-03T19:03:36Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4720_S6_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4720_S6_L001_R2_001.fastq.gz	4978_S41_L001_R1_001.fastq.gz	4978_S41_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	133414663	2025-04-03T19:03:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4721_S9_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4721_S9_L001_R1_001.fastq.gz	4979_S42_L001_R1_001.fastq.gz	4979_S42_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	137597730	2025-04-03T19:04:03Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4721_S9_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4721_S9_L001_R2_001.fastq.gz	4982_S22_L001_R1_001.fastq.gz	4982_S22_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	92159551	2025-04-03T19:04:12Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4725_S7_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4725_S7_L001_R1_001.fastq.gz	4989_S26_L001_R1_001.fastq.gz	4989_S26_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	95047686	2025-04-03T19:04:20Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4725_S7_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4725_S7_L001_R2_001.fastq.gz	4990_S43_L001_R1_001.fastq.gz	4990_S43_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	181868094	2025-05-16T03:56:44Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4728_S36_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4728_S36_L001_R1_001.fastq.gz	4992_S26_L001_R1_001.fastq.gz	4992_S26_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	193402022	2025-05-16T03:56:52Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4728_S36_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4728_S36_L001_R2_001.fastq.gz	4993_S27_L001_R1_001.fastq.gz	4993_S27_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	94945822	2025-05-16T03:56:59Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4732_S27_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4732_S27_L001_R1_001.fastq.gz	5000_S27_L001_R1_001.fastq.gz	5000_S27_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	104462918	2025-05-16T03:57:05Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4732_S27_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4732_S27_L001_R2_001.fastq.gz	5001_S28_L001_R1_001.fastq.gz	5001_S28_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	148522948	2025-04-03T19:04:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4736_S23_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4736_S23_L001_R1_001.fastq.gz	5003_S28_L001_R1_001.fastq.gz	5003_S28_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	160487563	2025-04-03T19:05:04Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4736_S23_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4736_S23_L001_R2_001.fastq.gz	5004_S29_L001_R1_001.fastq.gz	5004_S29_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	93215734	2025-05-16T03:21:17Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4739_S41_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4739_S41_R1_001.fastq.gz	5032_S40_L001_R1_001.fastq.gz	5032_S40_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	87880446	2025-05-16T03:21:29Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4739_S41_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4739_S41_R2_001.fastq.gz	5039_S41_L001_R1_001.fastq.gz	5039_S41_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	124560979	2025-05-15T23:40:00Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4741_S7_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4741_S7_L001_R1_001.fastq.gz	5041_S29_L001_R1_001.fastq.gz	5041_S29_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	133367092	2025-05-15T23:40:13Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4741_S7_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4741_S7_L001_R2_001.fastq.gz	5054_S42_L001_R1_001.fastq.gz	5054_S42_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	136421787	2025-05-16T03:57:12Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4744_S28_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4744_S28_L001_R1_001.fastq.gz	5056_S43_L001_R1_001.fastq.gz	5056_S43_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	143834239	2025-05-16T03:57:19Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4744_S28_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4744_S28_L001_R2_001.fastq.gz	5061_S44_L001_R1_001.fastq.gz	5061_S44_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	97228237	2025-04-03T19:05:30Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4750_S24_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4750_S24_L001_R1_001.fastq.gz	5066_S45_L001_R1_001.fastq.gz	5066_S45_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	103591490	2025-04-03T19:05:38Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4750_S24_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4750_S24_L001_R2_001.fastq.gz	5068_S30_L001_R1_001.fastq.gz	5068_S30_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	123869134	2025-04-03T19:05:49Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4751_S25_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4751_S25_L001_R1_001.fastq.gz	5070_S49_L001_R1_001.fastq.gz	5070_S49_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	130398809	2025-04-03T19:06:02Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4751_S25_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4751_S25_L001_R2_001.fastq.gz	5074_S32_L001_R1_001.fastq.gz	5074_S32_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	67245143	2025-04-03T19:06:08Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4756_S19_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4756_S19_L001_R1_001.fastq.gz	5078_S46_L001_R1_001.fastq.gz	5078_S46_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	67383421	2025-04-03T19:06:15Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4756_S19_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4756_S19_L001_R2_001.fastq.gz	5079_S1_R1_001.fastq.gz	5079_S1_R2_001.fastq.gz
rw-r--r--	816290	803419	172144580	2025-05-16T03:57:29Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4758_S29_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4758_S29_L001_R1_001.fastq.gz	5083_S2_R1_001.fastq.gz	5083_S2_R2_001.fastq.gz
rw-r--r--	816290	803419	179318081	2025-05-16T03:57:38Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4758_S29_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4758_S29_L001_R2_001.fastq.gz	5087_S3_R1_001.fastq.gz	5087_S3_R2_001.fastq.gz
rw-r--r--	816290	803419	106033225	2025-05-16T03:21:46Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4761_S27_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4761_S27_R1_001.fastq.gz	5089_S4_R1_001.fastq.gz	5089_S4_R2_001.fastq.gz
rw-r--r--	816290	803419	93653303	2025-05-16T03:22:03Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4761_S27_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4761_S27_R2_001.fastq.gz	5092_S33_L001_R1_001.fastq.gz	5092_S33_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	104959907	2025-05-15T23:40:29Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4764_S8_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4764_S8_L001_R1_001.fastq.gz	5093_S34_L001_R1_001.fastq.gz	5093_S34_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	108546013	2025-05-15T23:40:41Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4764_S8_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4764_S8_L001_R2_001.fastq.gz	5094_S5_R1_001.fastq.gz	5094_S5_R2_001.fastq.gz
rw-r--r--	816290	803419	108034265	2025-05-15T23:40:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4786_S6_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4786_S6_L001_R1_001.fastq.gz	5106_S35_L001_R1_001.fastq.gz	5106_S35_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	112183043	2025-05-15T23:41:02Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4786_S6_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4786_S6_L001_R2_001.fastq.gz	5113_S6_R1_001.fastq.gz	5113_S6_R2_001.fastq.gz
rw-r--r--	816290	803419	86900009	2025-04-03T19:06:43Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4802_S12_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4802_S12_L001_R1_001.fastq.gz	5119_S36_L001_R1_001.fastq.gz	5119_S36_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	90631225	2025-04-03T19:06:52Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4802_S12_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4802_S12_L001_R2_001.fastq.gz	5123_S37_L001_R1_001.fastq.gz	5123_S37_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	55326194	2025-05-16T03:22:07Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4805_S44_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4805_S44_R1_001.fastq.gz	5125_S38_L001_R1_001.fastq.gz	5125_S38_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	47623566	2025-05-16T03:22:11Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4805_S44_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4805_S44_R2_001.fastq.gz	5127_S39_L001_R1_001.fastq.gz	5127_S39_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	97823397	2025-05-15T23:41:13Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4811_S9_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4811_S9_L001_R1_001.fastq.gz	5129_S7_R1_001.fastq.gz	5129_S7_R2_001.fastq.gz
rw-r--r--	816290	803419	99097363	2025-05-15T23:41:20Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4811_S9_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4811_S9_L001_R2_001.fastq.gz	5133_S8_R1_001.fastq.gz	5133_S8_R2_001.fastq.gz
rw-r--r--	816290	803419	121484471	2025-05-15T23:41:28Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4814_S10_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4814_S10_L001_R1_001.fastq.gz	5136_S41_L001_R1_001.fastq.gz	5136_S41_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	125862794	2025-05-15T23:41:35Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4814_S10_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4814_S10_L001_R2_001.fastq.gz	5138_S42_L001_R1_001.fastq.gz	5138_S42_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	78936628	2025-05-15T23:41:40Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4817_S11_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4817_S11_L001_R1_001.fastq.gz	5141_S9_R1_001.fastq.gz	5141_S9_R2_001.fastq.gz
rw-r--r--	816290	803419	86986668	2025-05-15T23:41:50Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4817_S11_L001_R2_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4817_S11_L001_R2_001.fastq.gz	5142_S43_L001_R1_001.fastq.gz	5142_S43_L001_R2_001.fastq.gz
rw-r--r--	816290	803419	64375290	2025-05-16T00:00:02Z	projects/c0aef9ef-362d-46fd-abba-39ac0945bd66/files/4827_S9_L001_R1_001.fastq.gz	file	projects	c0aef9ef-362d-46fd-abba-39ac0945bd66	files	4827_S9_L001_R1_001.fastq.gz	5143_S44_L001_R1_001.fastq.gz	5143_S44_L001_R2_001.fastq.gz
