repertoire_id	level	mode	productive	combo	v_level	j_level	sequence_count	duplicate_count	sequence_frequency	duplicate_frequency
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-30*02|IGHJ4*02	IGHV3-30*02	IGHJ4*02	2	2	0.00020601565718994644	0.00011999040076793856
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-30-3*02|IGHJ4*02	IGHV3-30-3*02	IGHJ4*02	17	17	0.0017511330861145447	0.0010199184065274778
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV7-4-1*02|IGHJ5*02	IGHV7-4-1*02	IGHJ5*02	42	78	0.004326328800988875	0.004679625629949604
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV7-4-1*02|IGHJ4*02	IGHV7-4-1*02	IGHJ4*02	43	81	0.0044293366295838485	0.004859611231101512
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-9*01|IGHJ2*01	IGHV3-9*01	IGHJ2*01	2	2	0.00020601565718994644	0.00011999040076793856
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV4-61*02|IGHJ2*01	IGHV4-61*02	IGHJ2*01	23	40	0.002369180057684384	0.0023998080153587713
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV4-61*05|IGHJ2*01	IGHV4-61*05	IGHJ2*01	1	1	0.00010300782859497322	5.999520038396928e-05
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-21*04|IGHJ2*01	IGHV3-21*04	IGHJ2*01	6	7	0.0006180469715698393	0.000419966402687785
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-13*05|IGHJ2*01	IGHV3-13*05	IGHJ2*01	2	2	0.00020601565718994644	0.00011999040076793856
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-30-3*02|IGHJ2*01	IGHV3-30-3*02	IGHJ2*01	1	1	0.00010300782859497322	5.999520038396928e-05
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV3-48*02|IGHJ2*01	IGHV3-48*02	IGHJ2*01	3	3	0.00030902348578491963	0.00017998560115190784
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV4-59*08|IGHJ2*01	IGHV4-59*08	IGHJ2*01	11	12	0.0011330861145447055	0.0007199424046076314
6530494888752124396-242ac114-0001-012	allele|allele	unique	FALSE	IGHV4-59*01|IGHJ2*01	IGHV4-59*01	IGHJ2*01	29	58	0.0029872270292542235	0.0034797216222702183
